,callout_sentence,target_sentence,label
13,"Do they have a movie about Bing? No, Just Google. Google has been around for much longer and in my opinion has better results. People who like Bing most likely like it cause the page is ""pretty to look at."" I tried Bing and heck my computer came pre-installed with Bing and it didn't have the feeling of ""googliness"" (quote from the actual movie ""The Internship"") that only Google can offer, They even made a movie with Google called "" The Internship"". Google also has doodles for Google, an amazing contest for kids of all ages to enter and have a chance to win $30,000 college scholarship, and a $50,000 technology grant for their school! How generous does that sound? Oh, wait but surely Microsoft has a contest to win a free Xbox or scholarship, right? WRONG because Microsoft is a money grubbing selfish corporation and I am no Sony or Nintendo fanboy or anything cause I own an Xbox 360 and have had Xbox live for 5 years. But that's not to say Bing is the worst thing ever, I and a lot of my friends just prefer Google and all their services like YouTube and Gmail. Overall I would highly recommend the solid and great services offered by Google. I would then recommend Bing if you like to stare at baby monkey's and rainbows while you search.",Bing is better than Google,0
14,"The look may be better It's true that Bing may be more appealing to the eye (at first). But Google has better shortcuts and better protection. If you have a Bing account and a Google account, you can notice the HUGE difference in quality. You are much more disabled with Bing. I definitely say NO.",Bing is better than Google,0
15,Much More Friendly Google changes their logo every time a holiday or some important event is on that particular day. Bing doesn't take the time to show that they actually care. They just flash a colorful logo paired with an annoying sound and you got half the world using Bing instead of Google.,Bing is better than Google,0
16,"Duh! You should already know. Google is dominate than bing because one of popularity. Bing pay people to say bing is better than google. Google is popular with searches. I found more searches with bing way more than Google in any give day. Even the spell checker on here don't even recognize bing. When i made a mistake with Google, it had recognize Google. Now that is sad.",Bing is better than Google,0
17,"Because Bing is lying to people. Bing has directly challenged Google with the site 'BingItOn' but when you compare the results they provide to real Google results they don't match. It also doesn't have widely used email, search engine, or hardware structures. Google is well established and well developed, and Harvard grads aren't vying to get into Bing, they are applying to Google.",Bing is better than Google,0
18,"Google > Bing Google, as the world's #1 search engine, can easily best it's relatively new competitor, Bing, in the race for search engine domination. As Google has made itself a common verb in our everyday lifestyle, it's hard to imagine life without Google. A quarter-trillion dollars in net worth, Google is the largest online information service provider on the globe. Bing has few of the perks Google has to offer, such as the many comprehensive applications provided by Google. Google Maps is invincible, with its transit directions and most up-to-date information. Google Drive competes directly with other online storage applications. Google Mail, naturally shortened by most users to, 'Gmail', can call itself a major success. Not many services on the Internet can provide Google's vivid and graphic-rich Google Earth, even with the option to soar over the world and other planets in a 2D interface. Google provides doodles for important national and international events, also running petitions to protect the anonymity and safety of the worldwide web. Few can offer anything close to the company that has done it all; Google.",Bing is better than Google,0
19,"Survey says no. I've always been a huge fan of Google, but as part of a survey recently I did take the Bing challenge. I was a little worried that my own preferences would betray me, but the results came in and I picked Google three times, to Bing two times. Seems Google is actually the better option for me!",Bing is better than Google,0
20,"It should no Many years ago a student was unable to access the phone. That proves student could do the schoolwork without phones, so nowadays there is no study design for phones. So why today student has the phone, not like their parent was to be. So try to not allowed to keep tradition",cellphones Should  be allowed in class,0
21,"Not useful in class All the people i see in class are all on there phone texting or playing a game instead of doing class work, LIKE THEY ARE SUPPOSE TO BE DOING. No no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no",cellphones Should  be allowed in class,0
22,Who would want to have to deal with a low life teenage girl distracting multiple students with a cell phone that is blazing loud with K-pop music? Nobody and that is why cell phones should not be allowed in school classrooms in any school in the United States of America.,cellphones Should  be allowed in class,0
23,"Yes, but only if used responsibly. Phones can be used to facilitate learning, if used correctly and responsibly. Our maths teacher introduced us to an app for revision and learning, for instance. And a friend of mine regularly used his phone as a calculator. Of course, regulations and restrictions would need to be put in place, or we'll have that one kid at the back that randomly starts blasting Megalovania out at max volume, disrupting the entire class. It WILL happen. Trust me on that one.",cellphones Should be allowed in class,1
24,Filter on iPads Kids in elementary school and middle school have iPads these won鈥檛 let you on any inappropriate site. But these won鈥檛 let you on any type of YouTube. Now what if the teacher says the video won鈥檛 be allowed on Schoology. What will kids do if it is a crucial video that will help them.,cellphones Should be allowed in class,1
25,"Yes, but must be managed Cellphones are useful like its a multi-tool and a mobile computer that can be fitted in your very pockets. But it must be managed like it can only be used in class if it is related to the lesson being discussed in front by the teacher. Limitations must also be implemented like playing games should be prohibited.",cellphones Should be allowed in class,1
26,Should have your phones at school It is useful sometimes for you if you are working on something like a school work it can help you on something but if your techer need you to work on some thing and there are not enough computers for everyone so that all I have byeeeeeeeeeeee,cellphones Should be allowed in class,1
27,Phones In School And Class roomes Phones should be alawed in class and recess. Kids can contact there parents when they forgot something important or if there parents want to now how are they doing in class and what they want there teachers to now. Princeabols or teachers can call there student if they are absint and explane why are they late or why are the absint.,cellphones Should be allowed in class,1
28,"In all reality, they should be allowed. At least half of my classes have had the students use their phones to do class activities such as Kahoot, Quizlet, and other websites. If the students didn't bring their phones, the teachers couldn't do what they wanted to with that days class time. I am aware that some students do not care about their education, yes, but phones could be used as class tools.",cellphones Should be allowed in class,1
29,"They don't need them. Tho the word ""child"" is vague as it could mean anyone from the unborn (with child) to fully grown adults (my children have kids of their own), I will use the legal definition of human between the ages of birth and puberty. This is basically grade school and younger so they would have responsible adults/teens around at all times. If some situation comes where a call needs to be made, This older person could and would make such a call so the young child does not need their own phone of any kind. Kids, Especially the very young, Get distracted easily. Getting kids to eat or do chores is hard enough without them having some distraction within easy reach. Creating social skills is important to early development and by phone is no substitute for personal interaction. Today, We see teens texting each other within the same room when they could be having an actual conversation. Is this trend something we want to encourage?",children Should  use smart phone,0
30,"It's not good for them Children are spending FAR too much time nowadays on mobile phones. Sure, Technology is moving on, But then children are growing up far too quickly as well. I don't see why if kids want to meet up, They can't use the telephone. I mean, That's what has been used before and it worked fine, So why use this technology? Social media should have proper age limits too. Children are being told what to do by a screen. It's simply not healthy. Phones should have age limits when buying.",children Should  use smart phone,0
31,"It depends what you mean by ""children"" I believe anyone under the age of 11, Possibly 12 don't need a phone. Most of the time kids that age just use them to play games, So they should just get an iPad, PC, Or console instead. Children that age don't need to have easy access to the internet through messaging and browsing because they aren't ready to deal with the people and the things they will encounter. Anyone 13 and over though should have one though, Because by that point they may want to do stuff like go out with their friends without parental supervision, So it would be good for them to have a device to be in contact with their parents. They will also hopefully by this point be responsible online and not watch mindless toy review content on YouTube.",children Should use smart phone,1
32,"Yes, But limited Let me explain. The phone must be limited so that it can only make calls / receive calls. This is actually possible using smartphones (app lock), But for simplicity, You can give your kid a stupidphone. No games, No videos, No internet. Just calls, In case they need something or there is a problem. After a certain age, There can be less limitations on the phone, Since the kid understands more and is more responsible (depends on the kid though :D). One other idea instead of locking the unnecessary apps it could be a surveillance app, So that the parent can see what the kid does all the time / how much time is spent on the phone etc. Then it's up to the parent to decide what to do.",children Should use smart phone,1
33,Yes But not too overboard Anyone age 9 and up would likely be responsible enough to have a phone 馃摫. They can call their parents when they want to be picked up from school. They can also contact their friends if they are feeling lonely. Sometimes the kid needs to wait for something so they can play on the phone until a parent or friend comes. They should have a phone if they鈥檙e responsible enough. The parent can put restrictions on what apps they can download and use,children Should use smart phone,1
34,"Tech is going to be the future of this world and if bullying is counted as bad, well this is just the same as bullying except it is on computer. As stated before, tech is our future, then if bullying is also be on tech then our future isn't worth living. Bully's have just another way to get people back!",cyber bullying is a real problem,1
35,"Making a big deal out of one mean name doesn't make sense. If it's one name, it's easy to brush it off and say it was a one-time thing. After all, people get insulted on the Internet every single day. But once it becomes a routine or something that is done to someone by the same person or the same group of people, then it is a serious matter. And it only becomes cyberbullying when it is done repeatedly and constantly.The Internet was built for easy access to information and for communication. The word 'netiquette' was created for a reason and it's meaning should be something that it upheld by those who use the Internet.Cyberbullying can lead to depression and suicide and we created Suicide Prevention Lines for a reason yet we say that cyberbullying is no big deal. No big deal indeed. We say cyberbullying is no big deal but we want to save everyone who is suicidal. How can you reduce the rate of suicide when you can't deal with its causes?",cyber bullying is a real problem,1
36,"Cyber bullying is very obviously a problem. With the reliance on computers and the usage of social media becoming more and more widespread and popular, cyber bullying is becoming more popular than normal old fashioned real-life face-to-face bullying. Cyber bullying is easier to do, harder to track who did it, and can hurt very much, depending on if you believe it, or if you ignore it. It is very widespread, for about 43% of kids have been bullied online. Think about that for a second. There are 323.1 million people in the USA alone. 43% of that is 138.933 million people. That is 139 million people bullied online by cyber-bullying. That is a lot more in all the world. NOW do you agree with me?I REST MY CASE.",cyber bullying is a real problem,1
37,"Cyber bullying is just as scary and hurtful to deal with as other bullying, if you are physically bullied there is scars left physically but if you are bullied online there is mental scars left. To me bullying is a subject we are and will always have to talk about. Children these days dont care about anything but being above others and they will do anything (even bully) to get there.",cyber bullying is a real problem,1
38,"Ask yourself this: is bullying bad? If you have any sense, you'd answer yes. Well, guess what? Cyber bullying is, surprise surprise, a form of bullying too. It needs to end.People that are cyber bullied can get extremely depressed and even kill themselves. And it's not as easy as people claim it is to just turn off the computer or phone and ignore them. Once you start getting cyber bullied, it becomes a part of you and your life. Cyberbullying victims find themselves wanting to know what people are saying about them. They can't help but go online to see if the drama has calmed down. Often they know it won't have, but they can't help themselves. Come on, people. This is common knowledge. Yes, cyber bullying is a problem.",cyber bullying is a real problem,1
39,"Ask yourself this: is bullying bad? If you have any sense, you'd answer yes. Well, guess what? Cyber bullying is, surprise surprise, a form of bullying too. It needs to end.People that are cyber bullied can get extremely depressed and even kill themselves. And it's not as easy as people claim it is to just turn off the computer or phone and ignore them. Once you start getting cyber bullied, it becomes a part of you and your life. Cyberbullying victims find themselves wanting to know what people are saying about them. They can't help but go online to see if the drama has calmed down. Often they know it won't have, but they can't help themselves. Come on, people. This is common knowledge. Yes, cyber bullying is a problem.",cyber bullying is a real problem,1
40,"People give too much of a crap of what is said on the internet. It is so easy to say things on the internet that one would not usually say aloud. If i said every thought that i have had, so many people would be offended and/ or be hurt, but there is something notable about thinking something and then hearing oneself say it that causes one to think about what he is thinking to say. With the internet that process is missing the step of saying things aloud and thus thinking about what one is thinking to say and every thought is vomited out and is typed. Hopefully that made a slight bit of sense... This generation is too dependent on technology and they are searching to find identity all over. They are desperate to find worth and they look all over for attention. This is why drugs, sex, money, changing sexual preference, and changing identity/gender is so prevalent today; its because everyone is looking to fill the hole they feel in them so that they can get through this evil cruel world. It is also why people join radical groups and let themselves get brainwashed; they want to be part of something that gives them the impression that they are needed. But to get back to the topic yes cyber bullying is a real thing. People need to take into consideration that we all come from different backgrounds and we are all wired differently and what is a trivial comment to one may be the most offensive slander to another. Also some people are going through some horrible things and an edifying or a caustic word can be the difference between someone choosing life or death.",cyber bullying is a real problem,1
41,A lot of people think not because it has never happend to them. But when it does happen to you it makes you feel horrible and sometime cyber bulling can be by your own friend this is why i think cyber bulling is a big problem because people can anonymisly harrasse other peers,cyber bullying is a real problem,1
42,The main difference is it's happening online where most of the people nowadays spend their time knowing that technology is now incorporated in our society today. It's easier to bully online since it's hard to trace and know your identity. This is why netizens have the courage to jump into the bandwagon easily.,cyber bullying is a real problem,1
43,Help stop the Cyber Bully known as T-series and Subscribe To PewDiePie. PewDiePie is one of the most original content creators ever. T-series has about 5 channels that feed into its subscription box. Subscribe To PewDiePie Subscribe To PewDiePie Subscribe To PewDiePie Subscribe To PewDiePie Subscribe To PewDiePie Subscribe To PewDiePie,cyber bullying is a real problem,1
44,"While people probably shouldn't say mean spirited things, they're allowed to say it, and for the argument that cyber bullying leads to suicide, why are you even on the internet if it makes you depressed and why do you give two sh*ts what people say about you. This is literally regular bullying except it's easier to stop and the people can't hurt you physically, just don't go where they can make fun of you or whatever they're doing.",cyber bullying is a real problem,0
45,"Cyber bullying is a FIRST WORLD PROBLEM. I have been bullied in real life many times and this is much, much worse. If you're forced to go to work or school and you get bullied there, there's almost no escape. You will encounter the person/people that keep bullying you and they will go on and on and on. You cannot run away from real bullying! You cannot back away from it! But cyber bullying? You can run away from it. If you get cyber bullied block the person that is sending you messages. If they leak inappropriate images, don't be stupid and send them in the first place! You have a choice to go on the internet or not, but you don't have a choice to go to school or work because you have to go anyway.",cyber bullying is a real problem,0
46,"Why is this even an argument. Like almost all of these posts, just shut your damn device off. Its a simple task, turn your device off. Even better yet, block the person. Thats why websites have a block option. Stupid debates like these piss me off.",cyber bullying is a real problem,0
47,"This is really overworked This really isn't that big of a problem. Here are multiple ways to stop cyberbullying.1. Turn off the laptop.It's a computer. You don't need to be on it 24/7. Just go find something else to do. Read a book, go outside, something else.2. Block the bully.""Oh no! Someone called me a fatty on Twitter."" Wait. What's this? A block button? Huh. Well, that was easy.",cyber bullying is a real problem,0
48,3. Ignore them.It's the internet. Usually the person doesn't even know your in real life. Who cares if some angry kid from somewhere 5000 miles away from you calls you ugly in a picture. Big whoop.,cyber bullying is a real problem,0
49,"4. Leave the site. (temporarily or permanently)If you don't want to close your computer, then just leave the site for a while. Just go on a little hiatus. Go do some other thing. If they're still angry at you, then, if you feel like you need to, just leave the site.Look. I get it that some people are big softies, but if the person is making you feel bad, they probably have nothing better to do. So, just follow any of these suggestions, and you'll never have to worry about trolls and triggered people again.",cyber bullying is a real problem,0
50,Bullying is good If kids get bullied they probably deserve because they are losers. I agreee with every kind of bullying especially cyber bullying. Kids should constantly feel scared and not wanting to show their face anywhere. I think that cyberbullying is good for child growth. This is why cyberbullying is good for teens.,cyber bullying is a real problem,0
51,"Turn it off Block, unfriend, look away, close your eyes, millions of ways to stop it and no physical abuse can come from it... These are fake issues for week people, I've been depressed (Yes the doctor diagnosed me) before and know what its like to struggle with it and I can say with 100% certainty that if you kill yourself because of pixels on a screen than life was going to be to hard for you anyway",cyber bullying is a real problem,0
52,"Not by any means. Cyberbullying is not a real problem. The main issue with people against cyber bullying seems to be that people are being offended. The majority of time, people are joking. Even when they aren't, you still have the ability to not take it to heart and toughen up. Turn off the computer, turn off the phone, go outside, and if you can't do that, grow some balls.",cyber bullying is a real problem,0
53,"No its not a problem Because cyber bullying is for pussies and plebs how shouldn't be allowed on the Internet if their that soft, and if they cant take a joke they then I don't even know, they probably don't even have friends and also SEND NUDES XD coz why not and my snapchat is hungry_hippo113 and monkey_zolo1234",cyber bullying is a real problem,0
54,"Cyber ""bullying"" can be easily avoided by three easy methods. The first one is to simply walk away. The second one is to click on that very special button that says ""report"". The third one is to not have an account in the first place. You have clearly shown you aren't either mature enough or strong minded to be in the internet.",cyber bullying is a real problem,0
55,"My favorite tweet Hahahahahahahaha How The Fuck Is Cyber Bullying Real Hahahaha Nigga Just Walk Away From The Screen Like Nigga Close Your Eyes Haha. This is not healthy, teaching kids that saying mean things will make them depressed i a serious problem. It has come to "" sticks and stones may break my bones, but words can cripple my emotions and make me depressed. Possibly suicidal.",cyber bullying is a real problem,0
56,"Facebook is incredibly influential Facebook isn't just a way to keep up with friends, exes, colleagues, and enemies. It's also an influential platform with the power to effect great change. This is because many people use the site to stage protests. While this may be dismissed as mere ""clicktivism"" or ""slacktivism,"" it can also make a difference.",facebook is a powerful tool that can influence the world,1
57,It is and does Of course social media is a major influence in our world the ways that has been proven over and over in more ways than we could even fathom. We often hear of the many stories of people allowing social media to influence them to an extreme extent. Anything that has that much influence is a very powerful tool and not necessarily in a good way.,facebook is a powerful tool that can influence the world,1
58,Social media rules people. In this day and age people are so wrapped up in social media it isn't even funny. Some people go so far as to say that if it doesn't happen in social media it doesn't happen at all. This in and of itself is an absurdity but social media outlets like Facebook have the power to potentially do anything as long as people feed the monster and continue to be a slave to social media.,facebook is a powerful tool that can influence the world,1
59,Facebook has influenced many people around the world. It has influenced elections and politics around the world. The influence of social media and facebook on Egyptian politics is undeniable. Facebook has also exposed the mistreatment of minorities by the police. It is very clear that it is a catylist for change .,facebook is a powerful tool that can influence the world,1
60,The first day I had a car that I got a lot from here Helloes was a a very useful day to come here for the first day in a new place where we are here and the place was clean the car was made to get the water was fired and the car looked at it and was made a lot faster than I had in a long way,iPhone XS is better than 8,1
61,"IPhone 8 is Superior This doesn't warrant an entire thread. The iPhone 8 is a better device because of several reasons, Not limited to:1. The iPhone 8 just went off a generational cliff for iOs where the operating system was actually slimmed down to account for a last generation chipset. Because of this, It is actually functioning better today than it was when it was first introduced. The X series iPhones are still technically in late stage development and more prone to bugs and security vulnerabilities. 2. As it went over the two generations old mark, It garnered additional price cuts and can be found on clearance in many stores which might pride themselves in only carrying the more modern devices. Because of this it is entirely possible to find a new iPhone 8 for less than $300. Although it may not have all the same features, It's still an incredible device, Actually performing processes FASTER than X series phones. If you were truly into photography you would have purchased a dedicated camera by now so I am willing to bet that it doesn't matter as much as you think it does. 3. IPhone X is gay because there's only one X, Women have two X chromosomes so iPhone X is gay for having one like a man.",iPhone XS is better than 8,0
62,"None of them are good You see, Neither the iphone 8 or xs is good because they're made by tim cook, And if you replace the second o in his last name with a c, It spells tim cock, Meaning that all iphones made by him are gay and you can miss me with that gay sh*t",iPhone XS is better than 8,0
63,It is not better It has the valubal home button! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,iPhone XS is better than 8,0
64,"My personal opinion Having used both iPhones and smashing phones in the past, I find iPhones are easier to use (this could be because an iPhone was my first phone) however, I felt much more relaxed when holding a Samsung phone out on the streets as It is a cheap phone, And I am only currently 13. When people say that iPhones are overpriced, I feel that is untrue because though many android phons are cheap, They lack the functions more recent iPhones have. However, If you pay a premium price for a newer high end android phone, Both the price and quality will rival a iPhone.",Is Apple's iPhone better than the Android phones,1
65,"IPhones are simple to use IPhones are much more simpler to use than an android. Android users argue that you get to customize your phone. But I don't want to add complex features to my Samsung, I just need a phone that can run Facebook, Not a phone that has some gizmo I won't use. Plus, Android is hard to disable features, Unlike the iPhone. IPhones are just simpler to use.",Is Apple's iPhone better than the Android phones,1
66,"IPhone's are super fast. Undoubtedly, Speed is the utmost priority for cell phone users and iPhone is the fastest phone presently. Sharing my personal experience, It was quite hesitating for me and it took years to switch from android to iPhone but after using iPhone I've decide to use it for the rest of my life. It's true that iPhone is not much user friendly and it restricts you in downloading and data sharing but in fact this is the secret which makes it the fastest and safest phone.",Is Apple's iPhone better than the Android phones,1
67,Report Post,Is Apple's iPhone better than the Android phones,1
68,"IPhone's are iconic. Looking back in history as we move into the future iPhone's are remembered, There's a story behind how the company went from a garage to San Fransisco. Apple has always sold more than just technology they've sold because it's socially more accepted and they look better. Apples moto has always been think different and no matter how small the difference is, It will always be there. (btw I have google pixel)",Is Apple's iPhone better than the Android phones,1
69,"Apple is all for the name Apple is a cheap way of saying ""I got a phone, And its really good"" but in reality android is much better. Apple is over-all favorite but break it down and think about it. . . Apple made a phone with an EXTRA LENS but whether as android has three lens, THREE and that was about a year before apple even had good cameras. Now here we have a iphone WOW IT HAS A FACE CAMERA UNLOCK OMG, Buuuut android already has it LOL",Is Apple's iPhone better than the Android phones,0
70,Cheap doo-doo. Expensive as hell just for the brand name! The main thing I dislike about Apple's products is that they slow down older devices just to get you to purchase the most recent one. Then you have the endless versions that come out with shittier features. I've only had one Samsung phone before being unable to afford it and got a TracFone which I am much more content with.,Is Apple's iPhone better than the Android phones,0
71,"IPhone - Outdated, Overpriced, And completely Underwhelming I was a massive Apple fan growing up and even throughout university I exclusively used Apple products. After switching to Android a few years back what more can I say. . . Apple is outdated and overpriced for the value they deliver. The only thing Apple likes to improve is the size of its pocket.",Is Apple's iPhone better than the Android phones,0
72,"Can't get Grammarly or shmoop on iphone Enhance your written communication everywhere you type! Grammarly will make sure your messages, Documents, And social media posts are clear, Mistake-free, And impactful. Adding Grammarly to Chrome means that your spelling and grammar will be vetted on Gmail, Facebook, Twitter, Linkedin, Tumblr, And nearly everywhere else you write on the web. Once you register your new account, You will start to receive weekly emails with personalized insights and performance stats (one of our most popular new features). Working on a large project, An essay, Or a blog post? No sweat. You can create and store all of your documents in your new online editor.",Is Apple's iPhone better than the Android phones,0
73,IPhones are overpriced IPhones aren't much easier to use and have almost the same power as other phones. The only difference is that IPhones are $600 more expensive than other phones. If you want a simple phone to do simple things there are quite cheap Trac phones that at least still have a normal charger and a headphone jack.,Is Apple's iPhone better than the Android phones,0
74,"No IPhones are overpriced for less Iphones are much more expensive for the same phone just at lower quality, More expensive repairs, And no compatibility with anything non apple. The reason many people buy apple is because they are trapped into the ecosystem where everything is only compatible with apple and the consumers can't get out.",Is Apple's iPhone better than the Android phones,0
75,"Arguments in pro of iPhones superiority are now outdated, Android phones have caught up technology wise While in the past iPhones have had better technology faster, We have to recognise that argument for what it is: outdated. Other brands (such as Samsung, Huawei; etc. . . ) are currently releasing state- of-the-art technology for the decimated price of Apple's iPhone. Where apple used to win with AI, Fingerprint sensors; etc. . . These are now common things that are integrated into any good android phone. In several cases the android phones actually have better technology than iPhones. Aside from this, IPhones are very constricting. Most people will just want the newest model, Leading to a giant group of people having the same phone, A blatant erasure of the individual. Especially since iPhone doesn't allow you to customise your phone besides changing the background. IPhone forces you to use its own music player, To have various useless apps taking up space (to motivate you to buy a bigger and more expensive model) and further employs capitalist methods to make people buy more Apple products (such as removing the headphone jack, Having an exclusive charger; etc. . . ) All of this for a brand name. . . And I haven't mentioned the huge prices Apple employs, To ""bring you the best"", While other brands prove that what Apple serves is certainly not the best, And that the prices are incredibly unfair. While at one point you could've justified buying an iPhone by naming its technological superiority, Nowadays it's better you make an educated decision and buy an android.",Is Apple's iPhone better than the Android phones,0
76,"Androids give users more freedom. Apple phones are way too expensive and way too simple to use. Although the design looks good, I still don't understand why are people obsessed with iPhones. Apple literally pressures everyone to buy special chargers, Special headphones, Music etc. It's a waste of money in order to have an apple on the back. Plus, The iOS is kind of unadaptable while Android has a lot of options open for users. Why buy an ordinary iPhone for 1000 dollars just because it's cool and has cool marketing instead of buying a 4 times cheaper Android that could be such as good as iPhone (maybe even better)?",Is Apple's iPhone better than the Android phones,0
77,"Androids can actually be really nice phones As everyone knows, Apple makes really nice phones. Although, Android can be equally as good. Take the Galaxy S9 for example. It's a great phone and has a iris scanner and a face scanner to unlock. Dose Apple have that? I don't think so. Another thing is that apple has HUGE prices. With Android, Prices can be very low and still have nice phones. As you can see, Apple is not better than Android.",Is Apple's iPhone better than the Android phones,0
78,Whenever I'm hanging out with my friends they will play with their phone instead of talking. So what's the point of asking me out when they only will play with their phone? The same thing happens when I eating with my parent. They will busy playing with their phone and that was quite sad because I miss talking with them.,technology Does  make us alone,1
79,"Studies say they do Lisa ling on cnn did a show on this its making people addicted, Depressed and isolated and the really scary thing is, Much of the new devices are designed to do just that hook us in so we spend all our time on the internet. So they can make money, Go to a bar, A cafe a restaurant and what will you see people staring at their i phones. . Like zombies just like zombies",technology Does  make us alone,1
80,"Technology does not make us alone Thanks for the technology we can connect with our friends in a different way thanks for the social media. Also, We can do so many things with it, For example, Check our bank account and others useful life needed and in games we don't feel alone because there are games you can play with other people around the world.",technology Does  make us alone,0
