sNum	taskId	Target	Callout	Turker_Response1	Turker_Response2	Turker_Response3	Turker_Response4	Turker_Response5
28	20R2NJKM05BQTVP8LJTG2P9RDVUBGJ	It's more  about the  features and apps and Android seriously lacks on latter.	At least it's a quickly growing collection.	choice3	choice1	choice3	choice1	choice5
29	21K74J79KQWABAIVTHOFLD4500GJHB	"With the iPhone, the sweet  goodness part of the UI is  immediately apparent."	"The reason that I am developing educational content for the iTablet/iPhone is  that a 3 year old can pop it open and use it. That said, I believe that it could be accomplished on  the Android as well. Also, I believe that Android will be a better platform for education  ultimately, and more cost effective."	choice1	choice1	choice3	choice1	choice1
30	2HY5R98D8J3ZO9RJFGEYLG3MF8BFVV	You just knew how to use the iPhone from day one.	You did?  You're unique then.  iphone has to be learned.. and it's not at all  intuitive in some areas.	choice3	choice3	choice3	choice3	choice3
31	2EPH57DZKPFIEGB440D2EL8ICB2D3L	no multitasking on the iPhone	"Imagine if the iphone implemented multitasking today.  The phone wouldn't be so speedy, would it?  And how long would that already too short of a life battery then last?"	choice1	choice3	choice3	choice5	choice5
32	20R2NJKM05BQTVP8LJTG2P9RDVUBGJ	"no, you didn't just pick up the iPhone and know how to use it"	"You pick it up, and you know how to use it. Over time you adapt to preferences.  It was simply the first phone a toddler could pick up and use."	choice3	choice3	choice3	choice1	choice3
33	20EKUDD8XMB7054QNYXU2O6T72XODQ	Especially true when you read garbage like this &lt;URL/&gt;  http://www.boygeniusreport.com/2010/01/09/google-android-personal-thoughts.	That is the most beautifully demented thing I've read all week MG didn't write.	choice1	choice1	choice1	choice1	choice1
34	27ACM6IAA2SISWPLNNFQTKA4L6ULLM	I prefer Android over the iPhone.	"I totally disagree.  I am a mobile phone design industry veteran.  I have an iPhone, a  Milestone and a Nexus One.  It is plainly obvious to anyone that uses them that the iPhone is on an  entirely different planet of usability....simply brilliant.  The two Android phones I have are,  simply, rubbish.  The icons are tiny and fiddly, the menu layouts contravene even the most basic  user interface design rules, they have faster processors but from are user perspective appear very  clunky."	choice3	choice3	choice3	choice3	choice3
35	27ACM6IAA2SISWPLNNFQTKA4L6ULLM	it was a weak attempt at taking the piss out of someone if it had to be  explained. -2	"Actually, dawg, it didn't.  Give yourself -2."	choice5	choice3	choice3	choice3	choice3
36	2BT2YU98JHSXVDYCN22JIIOBM2LOCQ	"For 2 years, Google has carefully been following the trails of iPhone seeing their  flaws and using it for BIG G's advantage"	"So, what did we learn guys? iPhone lovers should stay with iPhone and not dare  to make the change. For Geeks and Gadget lovers it barely matters till they are able to perform  basic task on the gadget!"	choice5	choice3	choice1	choice5	choice1
37	22DWJ5OPB0YZQ13P9J27NP9U6P4X5W	a button that pops up links to the where you were in  the last three apps or the home page	"It will help in that it will prevent swiping through screens to get to the  previous app icon on the desktop.  But it's not the same thing since unlike the Android, the  previous state is lost and you are restarting the app."	choice5	choice1	choice3	choice1	choice3
38	2HY5R98D8J3ZO9RJFGEYLG3MF8BFVV	when we first tried the iPhone it felt natural immediately	"How quickly we forget.  I remember commercials on prime time TV teaching people how  to use the iPhone.  Or, did you just know to swipe when you wanted to delete something?"	choice3	choice3	choice3	choice3	choice3
39	248Q7Q67051UUEIIOPKQL1XMJ62DXK	The simplicity of  android and its ability to multitask make the iphone a useless toy.	The iPhone multi-tasks. It simply does not allow 3rd party apps to do it.	choice3	choice3	choice3	choice3	choice3
40	2TEYB49F9SSWRZWS6BES25H5IWLRV1	Apple was the first to do it and they still continue to be  the industry leader	"Actually I have had an iPod Touch for over an year! Don't try to overrate the  device. The combined features of customization, multi-tasking, better camera, faster processor, etc  beats the shit out of iPhones."	choice5	choice3	choice3	choice3	choice5
41	27M5UUKQOYGRSYWEFVFG9107VJJFXY	learn to spell and use grammar if you're going to criticise grammar.	"you guys do not get, do you?  it was deliberate, it is called taking the piss."	choice3	choice5	choice5	choice3	choice3
42	2YN7DZKPFE4IQFC49PWLHI9N2K95FE	I feel like your comments about Nexus One is too positive to be self-thought.	"Well, then go to gizmodo/engadget/BGR and you can see plenty of negativity to go  around. The editors at tech crunch seem to like the Nexus One, get over it."	choice3	choice3	choice3	choice3	choice5
43	2IUSTMOFXRDWEK7S1L4N6JFM4PCRUC	"The Switch From iPhone To Android, And Why Your First Impression IsWrong"	"i, for  one, liked this article, thanks Jason."	choice5	choice1	choice1	choice1	choice1
44	2ECYT3DHJHP8LF8B3RP80SX90RIU1J	Google hype	I don't believe I read in Google hype really in this article.   I think Android is a  wonderful platform and they've got a great concept.	choice3	choice3	choice3	choice3	choice3
45	21K74J79KQWABAIVTHOFLD4500GJHB	It took me a while to get used to the iPhone.	I?m going to agree that my experience required a bit of getting used to? I had  arrived to the newly minted 2G from a SE P910 but was testing a BlackBerry for development purposes  for a few months. There was a period where I just did not like the iPhone and it had a lot to do  with GMail and browsing.	choice1	choice1	choice1	choice1	choice1
46	2U6BDDP8PJWO4F8ZK923Z39Z3Z95GD	non-stop promotion of Nexus One at techcrunch.com for two days	It's still the first few days for the Nexus One and you are already tired?	choice1	choice5	choice5	choice3	choice5
47	2HAPW1INMHG206EUAX26KFMFIC1I5I	navigation  on the iPhone is always one app deep at a time	"This is one of the things I find the most annoying when using an iPod touch. I use a  Twitter client (or other app) and open a link to a webpage or Youtube. Once it's done I can't just  go back to Twitter though, I have to go to home screen and then back in."	choice1	choice3	choice1	choice1	choice1
48	2HAPW1INMHG206EUAX26KFMFIC1I5I	Where do you actually get the apps? &lt;URL/&gt; http://www.android.com/market/ is so sparse  and ugly i have a hard time believing its the official store? Am i wrong? I am very interested in  the Android but cant seem to locate a directory with any of the supposed 18k apps. help!	"On the N1, I just click on the Market icon, and it takes me to a Market with pretty  much all the apps I use. EverNote, Pandora, Foursquare, etc, are all there. Oh -- and a number of  timers to make up for the lack of built-in timer. Not as many apps as the iPhone but I don't need  85 fart apps."	choice1	choice5	choice5	choice1	choice3
49	2HAPW1INMHG206EUAX26KFMFIC15I5	the iPhone is  a truly great design.	"Iphone is good not doubt,but something can't be better then Iphone is a falsey."	choice1	choice3	choice3	choice3	choice1
50	2ECYT3DHJHP8LF8B3RP80SX90RIU1J	the things I find the most annoying when using an iPod touch.	"For 2 years, Google has carefully been following the trails of iPhone seeing their  flaws and using it for BIG G's advantage,"	choice5	choice5	choice1	choice5	choice5
51	24C8LZ6R70G91B34V6UVN7WSVHQN7I	it's only my iPhone/iTouch that pauses music if the headphone jack gets unplugged	Lot's of music devices will pause the track when headphones get unplugged. The  Droid does this.	choice3	choice5	choice3	choice3	choice3
52	2HOUFBNFSVGYVHY0SFN6WG1FVRQ5JH	Many of these iPhone users who are testing out Android for the first  time tend to get hung up on things that feel unfamiliar	"That's refreshing to read. You've described what's wrong with many reviews on tech blogs these  days. After reading some of the Nexus One reviews I've noticed a negative tone, partly related to  the massive hype it got and then reviewers feeling underwhelmed, but it also seems like some people  are mad it's not an iPhone. Stop reviewing products this way! I understand the comparison but then  you have to look at the device alone to gauge its merits."	choice1	choice3	choice1	choice1	choice1
53	22DWJ5OPB0YZQ13P9J27NP9U6P4X5W	that back button is key	"Yeah, absolutely. Coming from iPhone it's a bit strange but after a few days you get the  hang of how it (the back button) works and suddenly everything is awesome."	choice1	choice1	choice1	choice1	choice1
54	248Q7Q67051UUEIIOPKQL1XMJ62DXK	They do...	@Elliott  He was talking about on the iPhone.	choice3	choice5	choice5	choice5	choice5
55	2U6BDDP8PJWO4F8ZK923Z39Z3Z95GD	to obvious	to should be too	choice1	choice5	choice5	choice5	choice1
56	2HAPW1INMHG206EUAX26KFMFIC15I5	Did they pay them off?	"Oh, sorry -- Apple and Palm did."	choice1	choice5	choice1	choice5	choice5
57	26QJVCNHMVHZUEEROOB2G4J7C8T206	after a few days you get the  hang of how it (the back button) works	"But when we first tried the iPhone it felt natural immediately, we didn't have to  `unlearn' old habits from our antiquated Nokias &amp; Blackberrys.  That happened because the iPhone is  a truly great design."	choice3	choice1	choice3	choice3	choice3
58	214N9U8P9Y3C3YRO5QJU7IM0MHDFW5	the iPhone is  a truly great design.	Seems like people don't agree with you fanboy!	choice3	choice3	choice3	choice3	choice3
59	20R2NJKM05BQTVP8LJTG2P9RDVUBGJ	non-stop promotion of Nexus One at techcrunch.com for two days	perhaps the platform/handset is actually nice and is worth reporting on? The  Android/Droid/Nexus gushing is no different than when the first few iPhones came out	choice1	choice3	choice3	choice5	choice3
60	2FNPQJQ9OPLP7E2L9EOGHKCO29Y1ZG	long-press home button to get to the recent app switcher is pretty nice once you  get used to remembering to use it	"Dang, missed your comment and said the same thing.  That thing is pretty sweet, though."	choice1	choice1	choice1	choice1	choice1
61	235CWYB49F9W2UCOOOAOWST5KTIPTS	non-stop promotion of Nexus One at techcrunch.com for two days	When the iPhone was released there was non-stop coverage/promotion of it as  well.  This is TechCrunch -- if they weren't talking about the Nexus they be failing to deliver the  content everyone is interested in.	choice5	choice1	choice1	choice5	choice1
62	2ALDHJHP4BDHUIZPVEJXIX3G6T9X4R	you ungrateful schmuck	"As far as being grateful is considered, I have 0% loyalty. I pay for my phones. These companies  don't donate one to me."	choice5	choice5	choice5	choice3	choice5
63	248Q7Q67051UUEIIOPKQL1XMJ62DXK	some people  are mad it's not an iPhone	Especially true when you read garbage like this &lt;URL/&gt;  http://www.boygeniusreport.com/2010/01/09/google-android-personal-thoughts.	choice1	choice1	choice1	choice5	choice1
64	2YN7DZKPFE4IQFC49PWLHI9N2K95FE	"I've really never had an issue with apps. Comparing absolute numbers of apps is stupid at  this point. While it is true that the iPhone seems to have more high quality apps, I can't think of  a case where I couldn't find a comparable (albeit less polished) app on Android.  Except for games  ??iPhone is clearly dominant there."	"I am a hardcore Apple FanGirl (had all 3 gens of the iPhone, and every version of Mac  since the G4 and iBook days). Last week, I swapped my simcard out of my iPhone into the NexusOne.  Don't think I'm going back...  Cons:  The one thing I really miss is the *timer* built-in to the clock on the iPhone. I know, that seems  silly, but I've used that timer a lot for cooking etc. With the NexusOne, I had to go find a timer  *app*!  I'm also never completely certain whether an app has quit or is still in the background using  battery, something I never had to worry about on my iPhone.  Pros:  Google Goggles totally rocks! I am amazed at the camera and ability to search with it for things  like *wines*.  Google Voice built-in!  Maps -Wow. The maps are beautiful. And the turn-by-turn navigation is built-in!  Car-Home is a pretty kewl feature. All the right buttons for when you're in the car. Still -- it  would be nice if the headset could initiate voice-search somehow.  The alt-tab like feature is pretty nifty.  And I kinda like the window-shade notification system.  GMail is quite nice -- although I tend to start with the oldest unread and go for newer, but I'm  okay with the built-in way to do it.  All in all, I'm getting used to the NexusOne remarkably quickly -- and so far, really enjoying it."	choice5	choice3	choice1	choice5	choice5
65	2DABRI8IUB224B3A4FKLK3L0IZM5HC	"Apple has such a loyal fanbase because they focus on making feel good about their gear with  innovations that even when minor, really add up.  To wit:  Why is it that it's only my iPhone/iTouch that pauses music if the headphone jack gets unplugged?  Why is that it's only my iPhone/iTouch that changes the volume setting when I go from no headphones  (speaker) to headphones by plugging in the jack --- then goes BACK to loud when I unplug them?  Why hasn't anyone else figured out how to let you have pause/play and volume button on the earbuds  without making an incompatible jack?"	"The pre does all these things that you speak of.  So only device is rather, wrong."	choice3	choice3	choice3	choice3	choice3
66	235CWYB49F9W2UCOOOAOWST5KTIPTS	The pre does all these things	"The Palm Pre really does do all these things and way better than Android or the  iPhone, but the folks at Tech Crunch don't like Palm, so even if the product is superior to  Android, they will never admit it."	choice1	choice1	choice1	choice1	choice1
67	214N9U8P9Y3C3YRO5QJU7IM0MHDFW5	navigation is actually much easier on the android.	I feel like your comments about Nexus One is too positive to be self-thought.	choice5	choice3	choice5	choice5	choice3
68	2FNPQJQ9OPLP7E2L9EOGHKCO29Y1ZG	Once you get the hang of  navigating between apps	once you get the hang of it...  but this is the point isn't it? You just knew how to use the iPhone from day one.	choice3	choice3	choice3	choice1	choice5
69	27M5UUKQOYGRSYWEFVFG9107VJJFXY	comparing either quality or quantity of apps is pointless	"For that reason the app store already has sheer number of crap apps, dont take it  otherwise, so how do you decide about quality there?"	choice1	choice3	choice3	choice1	choice5
70	2TEYB49F9SSWRZWS6BES25H5IWLRV1	when we first tried the iPhone it felt natural immediately	The reason it felt natural was becuase you had nothing to base a comparison on. You  had never used a phone like it before. You had no preconceptions.	choice3	choice3	choice3	choice5	choice3
71	2HAPW1INMHG206EUAX26KFMFIC1I5I	"the Nexus One, it might feel just as natural as the  iPhone does to you now."	"As for the opinions with the Nexus, I guess that's why this world keeps turning round and round ---  it's because of his types of opinion that makes the  life exciting, in this case the people who believe in android/non android believers."	choice3	choice5	choice5	choice5	choice5
72	24C8LZ6R70G91B34V6UVN7WSVHQN7I	"reading some of the Nexus One reviews I've noticed a negative tone, partly related to  the massive hype it got"	"About 40 million iPhones have been sold so far, and maybe another 25 million iPod touch's.   This platform has the highest satisfaction rate of any tech device I've ever heard of.  The Nexus  One has been out for 5 days.  How is then that there are so many experts here on the new phone, and  so few advocates of the iPhone?  Is this perhaps a biased crowd?"	choice3	choice5	choice3	choice3	choice3
73	2ALDHJHP4BDHUIZPVEJXIX3G6T9X4R	when we first tried the iPhone it felt natural immediately	That's absolutely not true.  It took me a while to get used to the iPhone.	choice3	choice3	choice3	choice3	choice3
74	2HY5R98D8J3ZO9RJFGEYLG3MF8BFVV	Especially true when you read garbage like this &lt;URL/&gt;  http://www.boygeniusreport.com/2010/01/09/google-android-personal-thoughts.	"i've stopped my reader subscription to that site as a result of that post.  aside from  being extraordinarily comical, it only highlights exactly what this techcrunch article is talking  about.  people are SO used to their iphone, in a creepy way for some (like BGR), and as a result  they can't truly appreciate the different environment of the new device in their hands."	choice1	choice1	choice1	choice1	choice1
75	2EPH57DZKPFIEGB440D2EL8ICB2D3L	Apple was the first to do it and they still continue to be  the industry leader	To pretend like eliminating the Apple monopoly on the  hardware/software/everything isn't going to give Android a nudge up in the line over Apple is  completely shortsighted.  Not everyone in the world is going to want to buy Apple's complete line  of products to not have interoperability problems.	choice3	choice3	choice3	choice3	choice5
76	2MX3Q0JG5TYQXERPYR0FISSSKETFJL	It's more  about the  features and apps and Android seriously lacks on latter.	"I've really never had an issue with apps. Comparing absolute numbers of apps is stupid at  this point. While it is true that the iPhone seems to have more high quality apps, I can't think of  a case where I couldn't find a comparable (albeit less polished) app on Android."	choice3	choice3	choice3	choice3	choice3
77	2J5JKM05BMJX4JTNP3KPIRA7VMOID1	polished interface is not everything we want in a phone	I find the iphone's sexy UI to be gimicky and a waste of CPU resources.  The simplicity of  android and its ability to multitask make the iphone a useless toy.  Heck even the oldest  smartphone of them all the Blackberry can multitask.	choice1	choice1	choice1	choice1	choice3
78	2CUNHMVHVKCNA3WBPUVJG9KQZNT53G	Except for games  ??iPhone is clearly dominant there.	Jason -  Do you know why the Pre was able to get big games companies to come onboard when it is a wasteland  in the android world? Did they pay them off? Is it various handset/builds/resolution issues?	choice5	choice3	choice5	choice1	choice5
79	20QEBDPGFL6ZMRRQWEED5IOV4903IP	navigation  on the iPhone is always one app deep at a time	"reminds me of something i read about the original macos interface, where one had one  window per folder open.  it worked fine as long as one had a mostly flat and casual usage scenario. But once one scaled the  usage up, the number of windows open to reach a specific file exploded.  all in all, it seems that the apple designed interfaces work ok for casual use, but never really  scale."	choice5	choice1	choice1	choice1	choice1
80	2CUNHMVHVKCNA3WBPUVJG9KQZNT53G	"When I want an option that isn't already visible, I hit the  dedicated `Menu' button just beneath the screen.  Need to jump to a previous screen in an app or  the web browser? Hit the dedicated `Back' button.  In some ways, these are actually better than the  soft buttons located in iPhone apps, because they're always in the same place.  It also saves some  screen real estate.  Using them has become totally second nature to me.  But they aren't the reason  why I've decided I prefer Android over the iPhone.  Which brings me to the things that have turned me into a full-time Android user.  Gmail on Android  kicks the pants off of the iPhone's Email client???something that I'm not the &lt;URL/&gt; only person to  notice.  As someone who does a lot of Emailing, that makes a *huge* difference to me.  Google Voice  integration is fantastic.  The ability to run multiple applications at the same time is a breath of  fresh air.  Those three things were enough to seal the deal."	"All the stuff the writer of this article mentions are much more intuitive on webOS, but he acts as  if Android is the new Jesus. Wonder if the folks at TC ever get paid or receive promotional items  from companies they push. It's the only way to explain how they can write what they have above  about Android while having severely dismissed in the past.  You don't have to unlearn or relearn behavior with a Palm Pre. You just swipe your cards."	choice3	choice3	choice5	choice3	choice5
81	2MX3Q0JG5TYQXERPYR0FISSSKETFJL	the dedicated `Back' button	that back button is key. navigation is actually much easier on the android.	choice1	choice1	choice5	choice1	choice1
82	2LNUUKQOYGNM63IJVB70A07SYX2YGX	I feel like your comments about Nexus One is too positive to be self-thought.	I feel like your poor grammar are to obvious to be self thought...	choice3	choice5	choice5	choice3	choice5
83	2IJK274J79KU68WZARXU6FCD7MPFHG	polished interface is not everything we want in a phone	"Agreed, and thank you for saying that there's more to life than just the iPhone."	choice1	choice1	choice1	choice1	choice1
84	2NORLPHIT3HZ6CQB5TTNSQ21AJRAIR	"it was deliberate, it is called taking the piss."	And it was a weak attempt at taking the piss out of someone if it had to be  explained. -2	choice1	choice5	choice5	choice1	choice5
85	20QEBDPGFL6ZMRRQWEED5IOV4903IP	Comparing absolute numbers of apps is stupid	"So in summary, comparing either quality or quantity of apps is pointless.  Umm, do you have another metric?"	choice3	choice1	choice3	choice3	choice3
86	2Z3KH1Q6SVQCRA3DDHXLEOBVFZT2LQ	These iPhone Clones are playing catchup.  Good luck with that.	"Yeah you know, good luck to Windows too, last I heard they were just playing  catch up to the Lisa."	choice3	choice1	choice1	choice3	choice3
87	2IJK274J79KU68WZARXU6FCD7MPFHG	You just knew how to use the iPhone from day one.	The only `intuitive' interface is the nipple. After that it's all learned.	choice3	choice3	choice3	choice3	choice5
88	2IJK274J79KU68WZARXU6FCD7MPFHG	Why do iPhone fanboys even bother?	Stockholm Syndrome (google it)	choice1	choice1	choice5	choice5	choice5
89	2MX3Q0JG5TYQXERPYR0FISSSKETFJL	the iPhone is on an  entirely different planet of usability....simply brilliant	You call that brilliant? It's crap and is one of the main reasons I can't stand using an iPhone for  anything beyond web browsing.	choice3	choice3	choice3	choice3	choice3
90	2NORLPHIT3HZ6CQB5TTNSQ21AJRAIR	You just knew how to use the iPhone from day one.	"No, thats not the point.  the difference between it taking a week to learn how to  use a UI fully and a day is negligable because you keep a phone for longer than a year."	choice3	choice3	choice3	choice3	choice3
91	2MJY7QEOZFYU237JG9FF6RDS7Z4FI9	Comparing absolute numbers of apps is stupid	"as they say, 90% of everything is shit. So i am not surprised if the iphone have more  quality apps, as that basically comes out of the overall number of apps available."	choice1	choice3	choice1	choice5	choice1
92	2LNUUKQOYGNM63IJVB70A07SYX2YGX	I prefer Android over the iPhone.	"I am also very, very frustrated by the iPhone, so much that i have no more excuses to keep it."	choice1	choice1	choice1	choice1	choice1
93	2P4QU6L5OBVGS3MOKR1ISF7GXI2YFY	countries who didn't have the opportunity to have a high-end smartphone.  I'm talking about asia.	"not really. networks (and phones) in japan and korea are usually half a step,  or a full step ahead of the rest of the world."	choice3	choice3	choice3	choice3	choice3
94	2NORLPHIT3HZ6CQB5TTNSQ21AJRAIR	how long would that already too short of a life battery then last	"Battery life is (duh)  shortened, but I don't care."	choice3	choice1	choice1	choice1	choice1
95	2Z3KH1Q6SVQCRA3DDHXLEOBVFZT2LQ	I feel like your poor grammar are to obvious to be self thought...	There is a non-stop promotion of Nexus One at techcrunch.com for two days and I  don't think that this is all natural.	choice5	choice5	choice5	choice5	choice3
96	2MJY7QEOZFYU237JG9FF6RDS7Z4FI9	Android is in a really good position.	I agree with most of what is said here. The Android phone is the winner when it  comes to pleasing the geek crowd.	choice1	choice1	choice1	choice1	choice1
97	2MJY7QEOZFYU237JG9FF6RDS7Z4FI9	I can't think of  a case where I couldn't find a comparable (albeit less polished) app on Android	Where do you actually get the apps? &lt;URL/&gt; http://www.android.com/market/ is so sparse  and ugly i have a hard time believing its the official store? Am i wrong? I am very interested in  the Android but cant seem to locate a directory with any of the supposed 18k apps. help!	choice3	choice3	choice5	choice3	choice5
98	2P4QU6L5OBVGS3MOKR1ISF7GXI2YFY	"Many of these iPhone users who are testing out Android for the first  time tend to get hung up on things that feel unfamiliar, or are griping about issues that will only  affect them once in a blue moon."	"Like the reviewer said, it seems you can?t  find a related review, blog post, or tweet that isn?t gaging the device based on how it compares to  Apple?s juggernaut.  This is because Apple was the first to do it and they still continue to be the  industry leader.  These iPhone Clones are playing catchup.  Good luck with that."	choice1	choice1	choice3	choice3	choice3
99	2J5JKM05BMJX4JTNP3KPIRA7VMOID1	i almost ran to my g1 to download this new porn app you speak of.	Me too...	choice1	choice1	choice1	choice1	choice5
100	20QEBDPGFL6ZMRRQWEED5IOV4903IP	You just knew how to use the iPhone from day one.	"I remember Apple telling people give the UI and the keyboard a month and you'll get  used to it.  Plus all the commercials showing the interface.  So, no, you didn't just pick up the iPhone and know how to use it. It was pounded into to you."	choice3	choice3	choice3	choice3	choice3
101	2Z3KH1Q6SVQCRA3DDHXLEOBVFZT2LQ	"until you've taken the plunge to see what lies  beneath its less-polished exterior, you haven't really seen what it has to offer."	"well said, polished interface is not everything we want in a phone. It's more  about the  features and apps and Android seriously lacks on latter."	choice1	choice1	choice1	choice1	choice3
